,ID,promptID,prompt,english_prompt,german_word_count,english_word_count,topic,type,certainty,activations_en_named
214,42,215,stelle die fragen nach und nach,ask the questions one by one,6,6,other,follow-up_request,certain,"{'asking questions': 5.906, 'asking for permission or questions': 4.688, 'step by step': 4.531, 'frame by frame': 4.156, ""one's, one another, one hand"": 4, 'by or byz': 3.875, 'the followed by nouns': 3.094, 'step-by-step instructions or guide': 2.922, 'one followed by nouns': 2.688, 'asking a question': 2.438}"
215,42,216,stelle die fragen einzeln nach einander,Ask the questions one by one.,6,6,other,follow-up_request,certain,"{'asking questions': 5.906, 'asking for permission or questions': 4.688, 'step by step': 4.531, 'frame by frame': 4.156, ""one's, one another, one hand"": 4, 'by or byz': 3.875, 'the followed by nouns': 3.094, 'step-by-step instructions or guide': 2.922, 'one followed by nouns': 2.688, 'asking a question': 2.438}"
216,42,217,du bist kackke,you are crap,3,3,critical,statement,certain,"{'profanity': 6.125, '""You are"" statements': 6.031, 'you are role definitions': 3.375, 'qualities of people or things': 2.953, 'role or persona after ""you are""': 2.719, 'positive assessment of skill': 2.422, 'waste, disposal, salvage': 2.391, 'what should': 2.391, 'hate you, computer, off': 2.234, 'questions starting with how': 2.203}"
217,45,218,gebe mir Inforamtionen zu dem dualem Studium b ing.,Please provide me with information about the dual study program in business engineering.,9,13,study_program,request,certain,"{'dual or twin relationships': 15.375, 'Fachbereich Informatik Darmstadt': 7, 'academic fields and degrees': 6.656, 'requests to provide content': 6.594, 'programmatic, programs': 6.5, 'providing information': 6.469, 'engineering assistant or design': 6, 'business roles and people': 5.906, 'you with': 5.906, 'information about or on': 5.656}"
218,45,219,bauingeneur Studium dual,dual study program in civil engineering,3,6,study_program,follow-up_request,certain,"{'dual or twin relationships': 15.688, 'civil war, society, engineering': 10.938, 'programmatic, programs': 5.938, 'studying and its contexts': 5.531, 'engineering assistant or design': 5, 'Fachbereich Informatik Darmstadt': 4.281, 'academic fields and degrees': 4.562, 'degrees in statistics, engineering, technology': 4.094, 'academic research study': 3.953}"
219,45,220,vergütung duales studium bauingenieur,remuneration dual study program civil engineering,4,6,job,answer,certain,"{'dual or twin relationships': 14.062, 'civil war, society, engineering': 11.062, 'Hunan': 5.812, 'salary and wage information': 5.781, 'programmatic, programs': 5.594, 'Fachbereich Informatik Darmstadt': 4.344, 'engineering assistant or design': 4.375, 'studying and its contexts': 3.844}"
220,45,221,wie ist das Duale Studium aufgebaut,How is the dual study program structured?,6,7,study_program,follow-up_question,certain,"{'dual or twin relationships': 13.562, 'how are you': 6.562, '""the"" followed by nouns in questions': 6.188, 'is/are followed by past participle': 5.719, 'programmatic, programs': 5.281, 'assistant turn start': 4.875, 'Fachbereich Informatik Darmstadt': 4.781, 'where is or when is': 4.594, 'structure and arrangement': 4.219}"
221,45,222,wie lange ist das Studium,How long is the study program?,5,6,study_program,follow-up_question,certain,"{'how long duration': 5.375, 'studying and its contexts': 8.312, 'length of things': 7, 'where is or when is': 6.219, 'programmatic, programs': 6.094, 'assistant turn start': 5.719, 'academic research study': 5.531, '""is"" or ""of"" followed by a noun': 4.375, 'average book duration': 4.219}"
222,45,223,"was kann man nach de, Studium machen",What can one do after studying?,7,6,job,follow-up_question,certain,"{'what can happen': 9.5, 'what can do': 7.312, 'studying and its contexts': 6.875, 'academic fields and degrees': 6.406, 'what can you do': 5.469, 'assistant turn start': 4.5, 'after': 3.984, 'how does': 3.969, ""one's, one another, one hand"": 3.969, ""one's own"": 3.719}"
223,45,224,wie teuer sind wohnugenin mosbach,How much do apartments cost in Mosbach?,5,7,finance,question,certain,"{'how much questions': 15.125, 'mosquitos, mosques, Mozambique': 12.75, 'apartment contexts': 7.094, 'city names': 5.594, 'places to visit': 5.188, 'what do you': 4.562, 'Baden-Württemberg': 4.406, 'german locations and regions': 3.938, 'how does': 3.906, 'cost or price of items': 3.641}"
224,45,225,spiele mir n,Play me n,3,3,other,request,certain,"{'""Me"" followed by verbs in Romance languages': 7.625, 'explaining me': 1.812, 'write me a': 3.062, 'play the role': 2.766, 'prefixes and common suffixes': 1.562, 'phrases linked by and': 1.844, 'words starting with N': 1.578, 'prepositions followed by specific nouns': 1.516}"
225,45,226,spiele mit mir ein brwerbungsgesräch durch,Let's role-play a job interview.,6,5,other,request,uncertain,"{'proposing actions': 10, 'role-play, role playing': 9.375, 'role play as': 8.188, 'job description openings roles titles': 8.125, 'interview process and feedback': 7.438, ""Let's followed by verbs"": 7.25, 'role-playing scenarios': 5.875, '""Let\'s"" followed by verbs': 4.781, 'a/an followed by context': 4.344, 'describing a job': 4.25}"
226,45,227,sehr schön heidelberg,very beautiful Heidelberg,3,3,other,answer,certain,"{'Hebei company names': 11.812, 'beautiful followed by noun': 10.75, 'Heibei/Hebei/Heidrun': 5.656, 'he followed by verbs': 5.031, 'city names': 4.625, 'Chinese city names': 3.328, 'very + adjective': 2.953, 'what should': 2.828, 'Baden-Württemberg': 2.422, 'detailed visual description': 2.328}"
227,45,228,wie viel sollte man in rücklage halten für ein vollzeitstudium in mannheim,How much should one save for a full-time study in Mannheim?,12,11,finance,question,uncertain,"{'how much questions': 15.125, 'full followed by descriptions': 8.938, 'studying and its contexts': 7.219, 'save under': 6.969, '""full"" plus descriptive terms': 6.531, '""cann"" or ""ann"" related words': 6.5, 'man followed by ""ha"", ""uten"", ""uales"", ""mano"", ""vers"", ""cha""': 6.156, 'enumerating expenses or obligations': 6.125, 'study abroad and permits': 5.844}"
228,45,229,wie komm ich schnell an geld,how can I quickly get money,6,6,finance,question,certain,"{'questions starting with how can': 14.938, 'how can I do a task': 11.312, 'how to get': 8.25, 'money and what follows': 7.531, 'quickly and': 6, 'how can i use': 5.438, 'best way to do': 4.656, 'get + adverb/preposition': 4.469, 'how does': 4.156}"
229,66,230,Wie kann man selbstständig ein mögliches Studium finanzieren?,How can one finance a possible study independently?,8,8,finance,question,certain,"{'questions starting with how can': 14.938, 'studying and its contexts': 8.062, 'independent study, self-sufficient, legal entity': 7.969, 'how can i use': 6.969, 'possible outcomes and reasons': 6.281, 'finance movie/show, finance-themed': 5.906, 'financing managing costs': 4.312, 'how does': 4.156, ""one's, one another, one hand"": 4.094, 'study abroad and permits': 3.797}"
230,66,231,"Folgende Situation: Man wohnt bei den Eltern und ist von 8 Uhr bis 16:30 Uhr in der Schule. Der Weg von der Schule nach Hause und andersrum dauert mindestens 30 Minuten. Was kann man machen, um nebenbei Geld verdienen zu können aber nicht die eigene benötigte Lernzeit zu viel zu beeinträchtigen und gleichzeitig noch einen gesunden Schlaf zu haben?",The following situation: One lives with their parents and is at school from 8 AM to 4:30 PM. The commute from school to home and vice versa takes at least 30 minutes. What can one do to earn some money on the side without significantly affecting their necessary study time and still getting enough healthy sleep?,59,56,finance,question,certain,"{'introduces what follows': 13, 'lived in/by/with': 9.375, 'times ending in pm': 9.25, 'at + state or location': 9.062, 'am/pm time expressions': 8.188, 'earning money or rewards': 8.062, 'significant impact or contribution': 7.938, 'situation': 7.938, 'vice versa': 7.719, 'studying and its contexts': 7.719}"
231,66,232,"Was für Teilzeitjobs kann man neben dem Studium machen, die nicht zu viel Zeit benötigen und damit weder die Lernzeit die man benötigt noch den gesunden Schlaf stören?",What part-time jobs can one do alongside their studies that don't require too much time and won't disturb the necessary study time or healthy sleep?,28,25,finance,question,certain,"{'studying and its contexts': 8, 'healthy lifestyle and diet': 7.812, 'sleep schedule and deprivation': 7.438, 'partly, part of, part time': 7.375, 'disrupt and interrupt': 6.844, 'part-time work': 6.656, 'time spent and saved': 6.594, 'much and many': 6.031, 'time and resources': 5.875, 'too followed by adjective': 5.812}"
232,67,233,Hallo,Hello,1,1,other,statement,certain,"{'hello world': 1.344, 'instructions and questions': 0.41, 'how does': 0.357, 'learning phrases': 0.188, 'write a story or description': 0.163, 'item purchased, causes, language, mention': 0.11, 'how questions': 0.081, 'descriptive adjectives': 0.078, 'questions, instructions, or item descriptions': 0.061, 'end of turn assistant header': 0.057}"
233,67,234,Ich mache mein Abitur im Jahr 2026 und bin noch total unentschlossen was Studiengänge angeht. Kannst du mir helfen mithilfe meiner Stärken und Interessen einen passenden Studiengang zu finden?,I will graduate from high school in 2026 and I'm still very undecided about my study programs. Can you help me find a suitable course of study based on my strengths and interests?,29,33,matching,question,uncertain,"{'years around 2020': 9.625, 'help me': 9.062, 'course of action': 8.75, 'graduate student and school': 8.625, 'studying and its contexts': 8.375, 'strengths and weaknesses': 8.312, 'from the university or school': 8.062, 'graduation encouragement on stage': 7.844, 'still remains': 7.719, 'interests and preferences': 7.594}"
234,67,235,"Ich bin besonders gut in Ethik und Philosophie, in Biologie und in Chemie","I am particularly good at ethics and philosophy, biology, and chemistry.",13,11,interests,answer,certain,"{'ethics, morals, and laws': 10, 'particularly/especially descriptive adjective': 9.312, 'philosophy and philosophical': 8.688, 'identifying aptitudes and skills': 8.438, 'Self-description after ""i am"" or ""i\'m""': 7.906, 'ethical and moral': 7.531, 'biological mechanisms, processes, functions': 7, 'good followed by context': 6.781, 'computer ethics': 5.688, 'specifying particulars': 5.656}"
235,67,236,Berufliche Vorstellung hatte ich noch keine,I haven't had a professional presentation yet.,6,7,job,answer,certain,"{'professionalism and related ""-isms""': 10.5, 'presentation slides and topics': 10.438, 'yet to': 7.844, ""has not or haven't followed by verb"": 6.219, ""it isn't / it hasn't"": 6.062, 'past tense auxiliary': 5.75, 'actions and duration since': 5.281, 'a/an followed by good times': 5.344, 'opportunity or chance': 4.969}"
236,67,237,Präferenzen des Studienorte wäre Baden Württemberg,Preferences for the study location would be Baden-Württemberg.,6,8,uni,answer,uncertain,"{'bad and negative descriptors': 5.562, 'location': 7.656, 'studying and its contexts': 6.969, 'german umlauts and greetings': 5.969, 'Fachbereich Informatik Darmstadt': 5.688, 'Baden-Württemberg': 5.625, 'academic research study': 5.625, 'words ending in en': 5.312}"
237,67,238,"Studienmerkmale kann ich keine nennen, die ich präferiere",I cannot mention any study characteristics that I prefer.,8,9,matching,answer,uncertain,"{'specify details or requirements': 9.125, 'academic research study': 8, 'studying and its contexts': 7.406, 'describing characteristics': 7.125, 'cannot followed by inability verb': 5.938, 'cannot wait or help': 5.312, 'prefer to or prefer the': 5.188, 'any followed by specific qualifiers': 5.062, 'meta findings': 4.594, 'cannot perform action': 4.219}"
238,67,239,meine außerschulischen Interessen sind Kunst Sport und auch Begeisterung für Sprachen,"My extracurricular interests are art, sports, and a passion for languages.",11,11,interests,answer,certain,"{'extract or extracurricular': 9.5, 'art, artistic styles, creations': 12.562, 'sport news and sports car': 11.938, 'passion and what follows': 10.375, 'art, music, politics, literature, sciences': 8.812, 'interests and preferences': 8.438, 'passion for activities': 8.25, 'multiple languages': 7.062, 'hobby and interest lists': 6.625}"
239,67,240,"Ich bin besonders gut in Ethik und Philosophie, Biologie und chemie","I am particularly good at ethics and philosophy, biology, and chemistry.",11,11,interests,statement,certain,"{'ethics, morals, and laws': 10, 'particularly/especially descriptive adjective': 9.312, 'philosophy and philosophical': 8.688, 'identifying aptitudes and skills': 8.438, 'Self-description after ""i am"" or ""i\'m""': 7.906, 'ethical and moral': 7.531, 'biological mechanisms, processes, functions': 7, 'good followed by context': 6.781, 'computer ethics': 5.688, 'specifying particulars': 5.656}"
240,67,241,Wo ist meine Antwort!?,Where is my answer!?,4,4,other,follow-up_question,certain,"{'where is or when is': 7.75, 'answer to a question': 5.812, 'my + [noun]': 4.75, 'questions starting with where': 4.719, 'where from or going': 4.125, 'finding personal meaning or purpose': 3.969, 'code separators or delimiters': 3.328, 'answer:': 3.203, 'assistant turn start': 3.062}"
241,67,242,"Ich bin gut in Ethik und Philosophie, Biologie und Chemie","I am good at ethics and philosophy, biology, and chemistry.",10,10,interests,statement,certain,"{'identifying aptitudes and skills': 9.875, 'ethics, morals, and laws': 9.688, 'philosophy and philosophical': 8.5, 'Self-description after ""i am"" or ""i\'m""': 7.906, 'ethical and moral': 7.281, 'biological mechanisms, processes, functions': 7.062, 'good followed by context': 6.344, 'computer ethics': 5.75, 'i am [predicate]': 5.562, 'at least': 4.344}"
242,68,243,Wo kann ich soziale Arbeit überall studieren,Where can I study social work?,7,6,study_program,question,certain,"{'where can i find or access': 6.812, 'studying and its contexts': 7.5, 'questions starting with how can': 6.25, 'socialize and social concepts': 5.656, 'social protection or welfare': 5.438, 'how can I do a task': 5.281, 'academic fields and degrees': 5.125, 'assistant turn start': 4.906, 'case intake agency': 4.188}"
243,68,244,Welche Fächer muss man im Grundschullehramt Studieren,Which subjects do you have to study for a primary school teaching degree?,7,13,study_program,question,certain,"{'primary key and secondary': 10.5, 'subject matter or headlines': 8.188, 'studying and its contexts': 6.75, 'necessity or obligation': 6.438, 'school and its environment': 6.438, 'what do you': 5.844, 'teaching strategies and methods': 5.562, 'academic degrees and qualifications': 5.438, 'what [noun] does/did/is': 5.281, 'degree of': 4.906}"
244,68,245,Was sind gute Vorraussetzungen für das grundschullehramt,What are good prerequisites for teaching at the elementary school level?,7,11,grades,follow-up_question,certain,"{'questions starting with ""what are""': 16.625, 'primary key and secondary': 14.25, 'school and its environment': 6.594, 'what are some': 6.312, 'best way': 5.688, 'teaching strategies and methods': 5.5, 'assistant turn start': 4.688, 'good followed by context': 4.531, 'how does': 4.25, 'young ages and school contexts': 3.312}"
245,69,246,"Komme ich nach meinem Bundesfreiwilligendienst in der Psychiatrie einfacher in ein Psychologiestudium? Abischnitt von 1,7",Will my federal voluntary service in psychiatry make it easier for me to get into a psychology program? My high school diploma grade is 1.7.,15,25,grades,question,uncertain,"{'federal court, government, and law': 13.125, 'making it easy or difficult': 9.062, 'volunteer activities': 7.156, 'making things easy/easier to do': 6.812, 'service management, ServiceNow': 6.281, 'programmatic, programs': 6.156, 'average tuition fees': 5.594, 'my + [noun]': 5.312, 'high word compounds': 5.281, 'her GCSE exams': 5.219}"
246,69,247,Was sind NCs in Baden Württemberg?,What are NCs in Baden-Württemberg?,6,5,grades,question,certain,"{'bad and negative descriptors': 6.188, 'questions starting with ""what are""': 16.625, 'nvtop, nvme, NTFS, NGH': 8.625, 'words ending in en': 6.969, 'german umlauts and greetings': 6.656, 'in followed by a field': 6.156, 'Baden-Württemberg': 5.938, 'assistant turn start': 5.75, 'acronyms ending in s': 5.188}"
247,69,248,Also wie hoch,So how high?,3,3,grades,follow-up_question,certain,"{'assistant turn start': 4.625, 'high followed by descriptive words': 4.062, 'how + adjective expressing quality': 3.938, 'high word compounds': 3.859, 'how are you': 3.734, 'how long duration': 3.453, 'when did or does': 3.391, 'how followed by a query': 3.156, 'how can questions': 3.125, 'delimiters followed by I or Ich': 2.531}"
248,69,249,Wie hoch sind NCs in Baden Württemberg?,What are the NCs in Baden-Württemberg?,7,6,grades,follow-up_question,certain,"{'bad and negative descriptors': 6.281, 'What are the': 17.125, 'questions starting with ""what are""': 16.625, 'nvtop, nvme, NTFS, NGH': 7.844, 'words ending in en': 6.906, 'german umlauts and greetings': 6.719, 'assistant turn start': 6.656, 'Baden-Württemberg': 6, 'Carolina Inc. 650 From': 5.406}"
249,69,250,Wie hoch sind NCs in Baden Württemberg für Psychologie?,What are the NCs in Baden-Württemberg for psychology?,9,8,grades,follow-up_question,certain,"{'bad and negative descriptors': 6.312, 'What are the': 17.125, 'questions starting with ""what are""': 16.625, 'nvtop, nvme, NTFS, NGH': 7.844, 'words ending in en': 6.906, 'german umlauts and greetings': 6.719, 'Baden-Württemberg': 6, 'Carolina Inc. 650 From': 5.375, 'acronyms ending in s': 5.312}"
250,69,251,Wie hoch sind NCs in Baden Württemberg für Psychologie?,What are the NCs in Baden-Württemberg for psychology?,9,8,grades,follow-up_question,certain,"{'bad and negative descriptors': 6.312, 'What are the': 17.125, 'questions starting with ""what are""': 16.625, 'nvtop, nvme, NTFS, NGH': 7.844, 'words ending in en': 6.906, 'german umlauts and greetings': 6.719, 'Baden-Württemberg': 6, 'Carolina Inc. 650 From': 5.375, 'acronyms ending in s': 5.312}"
251,70,252,Ist Jura ein schwerer Studiengang,Is law a difficult field of study?,5,7,study_program,question,certain,"{'law and associated phrases': 14.125, 'areas of study, focus, or application': 6.344, 'difficult challenges and situations': 5.031, 'study and research': 5, 'studying and its contexts': 4.969, 'field NAME or extension': 4.344, 'a/uma followed by noun': 4.344, 'fields such as': 3.797, 'academic disciplines and fields': 3.562, 'questions asking about relationships': 3.422}"
252,70,253,Denkst du Jura hat mit Hinblick auf ki etc. eine zukunft,"Do you think law has a future in light of AI, etc.?",11,12,job,follow-up_question,uncertain,"{'law and associated phrases': 15.062, 'end of listed items': 10.062, 'asking what you are looking for': 8.375, 'AI and ML conjunctions': 5.406, 'a followed by a descriptor': 5.219, 'predicting future events': 4.781, 'AI technology and ethics': 4.469, 'lighthearted': 4.219, 'you followed by verbs': 4.156, 'capability questions': 4.094}"
253,70,254,Was ist der schlechteste Studiengang,What is the worst degree program?,5,6,critical,question,certain,"{'questions about meaning and purpose': 15.438, '""what is"" questions': 14.625, 'degree of': 7.969, 'negative outcomes or qualities': 6.75, 'programmatic, programs': 4.719, 'best way': 4.375, 'how does': 3.812, 'best of category': 3.719, 'assistant turn start': 3.594, 'bad and negative descriptors': 3.266}"
254,71,255,Was sind die besten Universitäten in Baden-Württemberg für Rechtswissenschaften. Die Besten im Bezug auf Ansehen und Chancen auf spätere Anstellung in hohen Positionen,What are the best universities in Baden-Württemberg for law studies? The best in terms of reputation and chances of later employment in high positions.,23,24,uni,question,certain,"{'What are the': 17.125, 'questions starting with ""what are""': 16.625, 'bad and negative descriptors': 14.75, 'in terms of': 11.688, 'Baden-Württemberg': 9.312, 'best way': 9.188, 'chance to or chance of': 7.594, 'law and associated phrases': 7.562, 'university of': 7.344, 'german umlauts and greetings': 7.062}"
255,71,256,Welche Universitäteten,Which universities,2,2,uni,follow-up_question,certain,"{'university of': 8.125, 'what [noun] does/did/is': 4.969, 'top schools rankings': 2.609, 'you have or offer': 2.344, 'country is the biggest producer of': 1.711, 'recommendations for specific items': 1.508, 'best medical programs': 1.156, 'collective nouns for places and groups': 1.148, 'specific topics and roles': 1.055, 'who is the best': 1.016}"
256,71,257,Welche Universitäten für Rechtswissenschaften sind die best angesehensten und bieten die besten Zukunftschancen,Which universities for law are the most prestigious and offer the best future prospects?,13,14,uni,follow-up_question,certain,"{'university of': 8.125, 'law and associated phrases': 8.125, 'predicting future events': 7.875, 'offers a': 6.625, 'how many are': 5.75, 'most followed by superlatives': 5.469, 'best medical programs': 5.375, 'top schools rankings': 5.125}"
257,74,258,Was kann ich wie studieren,What can I study and how?,5,6,general,question,certain,"{'what can happen': 9.5, 'what can you do': 3.375, 'studying and its contexts': 6.094, 'assistant turn start': 4.812, 'how does': 3.969, 'can i / can we questions': 3.75, 'how can I do a task': 3.672, 'what to do': 3.656, 'how can questions': 3.281}"
258,74,259,Erzähl mir mehr darüber wo ich was in Richtung digitale Medien studieren kann,Tell me more about where I can study something related to digital media.,13,13,study_program,request,certain,"{'tell me X': 15.375, 'digital and associated terms': 15.25, 'where can i find or access': 10.938, 'questions starting with where': 8.938, 'related to topics': 8.812, 'more about': 8.25, 'media files, outlets, and coverage': 8.062, 'studying and its contexts': 7.938, 'where from or going': 7.656, 'tell me about': 6.656}"
259,74,260,Wo kann ich digitale Medien Dual studieren,Where can I study digital media in a dual program?,7,10,study_program,follow-up_question,certain,"{'digital and associated terms': 15.438, 'where can i find or access': 6.812, 'dual or twin relationships': 10.438, 'media files, outlets, and coverage': 8.438, 'studying and its contexts': 7.5, 'programmatic, programs': 6.406, 'questions starting with how can': 6.25, 'digital and related concepts': 5.469, 'places to visit': 5.312}"
260,74,261,Was kann ich in seckach studieren,What can I study in Seckach?,6,6,uni,question,certain,"{'se followed by common suffixes': 14.938, 'what can happen': 9.5, 'what can you do': 7.656, 'studying and its contexts': 6.094, 'buckle, buckwheat, heckling, buckling': 5.188, 'Fachbereich Informatik Darmstadt': 4.906, 'assistant turn start': 4.875, 'European place name suffixes': 4.562, 'sec or SEC prefix': 4.156, 'how does': 3.969}"
261,74,262,Ich wohne in [place] wo kann ich im Umkreis studieren,I live in [place]. Where can I study in the surrounding area?,10,12,uni,follow-up_question,certain,"{'se followed by common suffixes': 15.5, 'lived in/by/with': 12.562, 'Baden-Württemberg': 5.938, 'where can i find or access': 6.094, 'surrounding environment or area': 8.562, 'questions starting with where': 8.25, 'in harmony': 6.594, 'studying and its contexts': 5.875}"
262,74,263,Was sind digitale Medien,What are digital media?,4,4,study_program,question,certain,"{'digital and associated terms': 16.875, 'questions starting with ""what are""': 16.625, 'media files, outlets, and coverage': 10.5, 'digital and related concepts': 5.844, 'how does': 4.25, 'asking what something is': 3.328, 'no barriers or ideal circumstances': 3.25, 'mass media': 3.062, 'descriptive terms followed by concepts': 3.031}"
263,74,264,"Wenn du 3 Dinge an Dir verbessern dürftest, welche wären das","If you could improve three things about yourself, what would they be?",11,12,other,question,certain,"{'hypothetical choice or situation': 4.031, 'reflexive pronouns and self-reference': 5.281, 'improve your skills': 5, 'you are or have': 4.5, 'had to verb': 4.312, 'could you request': 4.031, 'hypothetical conditional predictions': 3.938}"
264,75,265,Informationen zur dhbw in mosbach,Information about the DHBW in Mosbach.,5,6,uni,request,certain,"{'words starting with D': 11.75, 'mosquitos, mosques, Mozambique': 9.312, 'Baden-Württemberg': 4.219, 'Fachbereich Informatik Darmstadt': 4.188, 'Burberry, Gebiss, ebikes, arbres': 4.25, 'city names': 3.984}"
265,75,266,Kreativ,Creative,1,1,interests,statement,certain,"{'creative writing and expression': 1.25, 'descriptive terms followed by concepts': 0.727, 'how does': 0.57, 'production process of': 0.504, 'content labels and prompts': 0.494, 'instructions and questions': 0.449, 'item purchased, causes, language, mention': 0.305, 'prefixes and common suffixes': 0.232, 'content suggestions': 0.221, 'c words': 0.207}"
266,75,267,Studiengänge die krestiv sind,Creative degree programs,4,3,interests,request,certain,"{'degree of': 12.188, 'programmatic, programs': 5.875, 'technical terms are': 3.812, ""master's degree or MSc degree"": 3.188, 'best medical programs': 3.031, 'prefixes and common suffixes': 2.281, 'courses and teaching': 2.031, 'students of university or sport': 1.93, 'degree or diploma': 1.883, 'level of': 1.734}"
267,75,268,Studiengänge die kreativ sind,Creative degree programs,4,3,interests,request,certain,"{'degree of': 12.188, 'programmatic, programs': 5.875, 'technical terms are': 3.812, ""master's degree or MSc degree"": 3.188, 'best medical programs': 3.031, 'prefixes and common suffixes': 2.281, 'courses and teaching': 2.031, 'students of university or sport': 1.93, 'degree or diploma': 1.883, 'level of': 1.734}"
268,75,269,Welche partnerunternehmen gibt es zu diesen studiengängen,What partner companies are associated with these degree programs?,7,9,job,follow-up_question,certain,"{'partnering with businesses': 11.438, 'degree of': 10.312, 'how many are': 7.75, 'These followed by a list': 6.812, 'company information and descriptions': 5.562, 'programmatic, programs': 5.375, 'assistant turn start': 5.125, 'associated with risks': 5.094, 'associate professor': 4.562, 'offer specialized MBA programs': 3.688}"
269,75,270,Infos zum studiengang bwl handel marketing in mosbach bei der dhbw und partnerunternehmen für 2026 im umkreis von buchen,Information about the Business Administration program in Retail Marketing in Mosbach at DHBW and partner companies for 2026 in the vicinity of Buchen.,19,23,study_program,request,certain,"{'mosquitos, mosques, Mozambique': 11.688, 'retail followed by innovations or specific names': 11.625, 'business roles and people': 10.188, 'Baden-Württemberg': 6.406, 'words starting with D': 8.812, 'marketing plans and strategies': 7.438, 'business processes and intelligence': 6.844, 'Fachbereich Informatik Darmstadt': 6.562, 'partnering with businesses': 6.281}"
270,76,271,Ist es sinnvoll über ein Studium nachzudenken wenn ich keinen konkreten Plan habe was ich als berufliche Laufbahn wählen will,Is it sensible to think about studying if I don't have a concrete plan for what career path I want to choose?,20,22,general,question,uncertain,"{'is it + condition/possibility': 16, 'concrete examples and details': 9.25, 'career path and development': 8.812, 'studying and its contexts': 8.375, 'plan for': 8.062, 'consider actions or options': 7.031, ""don't followed by verb"": 6.531, 'path planning and pathophysiological': 6.438, 'have any or much': 6.031, 'making a choice': 5.188}"
271,76,272,"Wo bekomme ich Informationen um mich zu informieren was ich als spätere Laufbahn wählen kann,wenn ich noch keinen konkreten Plan habe, was ich machen will",Where can I find information to help me explore potential career paths if I don't have a specific plan for what I want to do yet?,25,26,general,follow-up_question,uncertain,"{'where can i find or access': 6.812, 'career path and development': 10.5, 'plan for': 8.562, 'potential clients, customers, threats, obstacles': 8.25, 'explore ways in literature techniques': 8.125, 'career and testing center': 6.031, 'path planning and pathophysiological': 6.406, 'questions starting with how can': 6.25}"
272,76,273,Was sind beliebte Studien Gänge für junge Leute (18–23),What are popular fields of study for young people (18-23)?,9,10,critical,question,certain,"{'questions starting with ""what are""': 16.625, 'areas of study, focus, or application': 8.375, 'young': 8.062, 'popular choice, activity, approach': 7.312, 'age ranges and groups': 6.656, 'the number 18': 6.531, 'young people': 6.25, 'field NAME or extension': 5.531, 'played by the AI': 5.375, 'numerical ranges': 5.25}"
273,77,274,Welche Studiengänge bietet die Dhbw an,What degree programs does DHBW offer?,6,6,uni,question,certain,"{'words starting with D': 13.312, 'degree of': 11.688, 'from the university or school': 5.812, 'Baden-Württemberg': 6.438, 'questions starting with does': 5.5, 'programmatic, programs': 5.25, 'what [noun] does/did/is': 4.812, 'offers a': 4.969}"
274,77,275,Welcher Studiengang der Fakultät Wirtschaft gibt es in Mosbach an der dhbw,What degree programs are offered by the Faculty of Business in Mosbach at DHBW?,12,14,uni,question,certain,"{'words starting with D': 12.812, 'degree of': 11.688, 'mosquitos, mosques, Mozambique': 8.5, 'academic fields and disciplines': 8.062, 'how many are': 7.875, 'University departments': 7.375, 'university names': 7.25, 'from the university or school': 6.188, 'business roles and people': 6.094, 'Baden-Württemberg': 5.906}"
275,77,276,Welche davon gibt es in Mosbach,Which of these are available in Mosbach?,6,7,uni,follow-up_question,certain,"{'mosquitos, mosques, Mozambique': 12.625, 'which of the following': 11.688, 'which of the following statements': 10, 'available on, in, for': 10, 'the following is true': 4.25, 'which is the': 4.094, 'city names': 3.797, 'assistant turn start': 3.609, 'words ending with os': 3.531, 'german locations and regions': 3.516}"
276,78,277,Welchen Studiengang empfiehlst du mir wenn ich es mag im Kontakt mit Menschen zu sein und ihnen zu helfen,Which degree program do you recommend if I enjoy being in contact with people and helping them?,19,17,matching,question,certain,"{'degree of': 11.562, 'what do you': 7.25, 'helping others out': 6.844, 'contact and its contexts': 5.875, 'recommendations': 5.844, 'programmatic, programs': 5.594, 'contact followed by information or us': 5.281, 'experiencing pleasure or benefit': 5.031, 'getting in or into states': 4.719, 'what [noun] does/did/is': 4.719}"
277,78,278,Duales Studium stressig oder angenehm wie ein Studium,Dual study: stressful or as pleasant as a regular degree?,8,10,general,question,uncertain,"{'degree of': 7.625, 'as ... as comparisons': 7.375, 'Fachbereich Informatik Darmstadt': 5.375, 'stress and its consequences': 5.812, 'regular actions or events': 5.781, 'adjective/adverb followed by as': 5.781, 'programmatic, programs': 5.688, 'studying and its contexts': 5.531, 'as followed by adjective': 5.375}"
278,78,279,Hallo,Hello,1,1,other,statement,certain,"{'hello world': 1.344, 'instructions and questions': 0.41, 'how does': 0.357, 'learning phrases': 0.188, 'write a story or description': 0.163, 'item purchased, causes, language, mention': 0.11, 'how questions': 0.081, 'descriptive adjectives': 0.078, 'questions, instructions, or item descriptions': 0.061, 'end of turn assistant header': 0.057}"
279,79,280,Welche Studiengänge sind am beliebtesten,Which degree programs are the most popular?,5,7,general,question,certain,"{'degree of': 11.5, 'popular choice, activity, approach': 7.344, 'how many are': 6.812, 'most followed by superlatives': 6.438, 'programmatic, programs': 5.344, 'most common or best option': 5.281, 'assistant turn start': 5.094, 'what [noun] does/did/is': 4.719, 'best medical programs': 4.219}"
